index,plan_name,graph2plan_id,source,source_index
12862,plan_12862,13416,train,11549
12863,plan_12863,13417,test,924
12864,plan_12864,13418,train,11260
12865,plan_12865,13419,train,13041
12866,plan_12866,13420,test,175
12867,plan_12867,13421,train,3966
12868,plan_12868,13422,train,6975
12869,plan_12869,13423,train,14130
12870,plan_12870,13424,train,13923
12871,plan_12871,13425,train,12707
12872,plan_12872,13426,train,13723
12873,plan_12873,13427,train,12340
12874,plan_12874,13428,train,1385
12875,plan_12875,13429,train,7439
12876,plan_12876,13430,train,9985
12877,plan_12877,13431,test,1281
12878,plan_12878,13432,train,1696
12879,plan_12879,13433,train,2117
12880,plan_12880,13434,train,3339
12881,plan_12881,13435,train,6372
12882,plan_12882,13436,train,7564
12883,plan_12883,13437,train,7545
12884,plan_12884,13438,train,3920
12885,plan_12885,13439,train,11675
12886,plan_12886,13441,train,10361
12887,plan_12887,13442,train,7824
12888,plan_12888,13443,train,6160
12889,plan_12889,13444,train,7711
12890,plan_12890,13445,train,10157
12891,plan_12891,13446,train,3905
12892,plan_12892,13447,train,6106
12893,plan_12893,13448,train,13828
12894,plan_12894,13449,test,2446
12895,plan_12895,13450,train,13331
12896,plan_12896,13451,train,741
12897,plan_12897,13452,train,7831
12898,plan_12898,13453,train,13488
12899,plan_12899,13454,train,3028
12900,plan_12900,13455,train,8496
12901,plan_12901,13456,train,7173
12902,plan_12902,13457,train,25
12903,plan_12903,13458,test,332
12904,plan_12904,13459,train,5418
12905,plan_12905,13460,train,14419
12906,plan_12906,13461,train,7350
12907,plan_12907,13462,train,950
12908,plan_12908,13463,train,4814
12909,plan_12909,13464,train,3885
12910,plan_12910,13465,train,3964
12911,plan_12911,13466,train,11663
12912,plan_12912,13467,train,13479
12913,plan_12913,13468,train,12297
12914,plan_12914,13469,train,12947
12915,plan_12915,13470,train,11793
12916,plan_12916,13471,test,1966
12917,plan_12917,13472,train,5909
12918,plan_12918,13473,train,1957
12919,plan_12919,13474,train,5229
12920,plan_12920,13475,train,3517
12921,plan_12921,13476,train,9154
12922,plan_12922,13477,train,3067
12923,plan_12923,13478,train,8205
12924,plan_12924,13479,train,9637
12925,plan_12925,13481,train,5533
12926,plan_12926,13482,train,1157
12927,plan_12927,13483,train,7301
12928,plan_12928,13484,train,2165
12929,plan_12929,13485,train,74
12930,plan_12930,13486,train,14438
12931,plan_12931,13487,train,6345
12932,plan_12932,13488,train,12837
12933,plan_12933,13489,train,7536
12934,plan_12934,13490,train,10774
12935,plan_12935,13491,train,2127
12936,plan_12936,13492,train,12764
12937,plan_12937,13493,train,4518
12938,plan_12938,13494,train,14186
12939,plan_12939,13495,train,11320
12940,plan_12940,13496,train,13166
12941,plan_12941,13497,test,1872
12942,plan_12942,13498,test,623
12943,plan_12943,13499,train,3097
12944,plan_12944,13500,test,1412
12945,plan_12945,13501,train,14180
12946,plan_12946,13502,train,4583
12947,plan_12947,13503,train,4474
12948,plan_12948,13504,train,14375
12949,plan_12949,13505,train,13476
12950,plan_12950,13506,test,13
12951,plan_12951,13507,train,9536
12952,plan_12952,13508,train,8975
12953,plan_12953,13509,train,3422
12954,plan_12954,13510,train,7069
12955,plan_12955,13511,train,10801
12956,plan_12956,13512,train,4436
12957,plan_12957,13513,train,743
12958,plan_12958,13514,test,2285
12959,plan_12959,13515,train,9602
12960,plan_12960,13516,train,978
12961,plan_12961,13517,train,9445
12962,plan_12962,13518,train,10972
12963,plan_12963,13519,train,4466
12964,plan_12964,13520,test,137
12965,plan_12965,13521,train,7104
12966,plan_12966,13522,train,10329
12967,plan_12967,13523,train,10378
12968,plan_12968,13524,train,10014
12969,plan_12969,13525,train,1430
12970,plan_12970,13526,train,3890
12971,plan_12971,13527,train,13050
12972,plan_12972,13528,train,1657
12973,plan_12973,13529,train,5627
12974,plan_12974,13530,train,10615
12975,plan_12975,13531,train,5993
12976,plan_12976,13532,test,2497
12977,plan_12977,13533,train,6177
12978,plan_12978,13534,train,6875
12979,plan_12979,13535,train,10890
12980,plan_12980,13536,train,9712
12981,plan_12981,13537,train,4039
12982,plan_12982,13538,train,1045
12983,plan_12983,13539,train,4193
12984,plan_12984,13540,train,12064
12985,plan_12985,13541,test,2186
12986,plan_12986,13542,train,849
12987,plan_12987,13543,train,13108
12988,plan_12988,13544,train,5817
12989,plan_12989,13545,train,9950
12990,plan_12990,13546,train,6958
12991,plan_12991,13547,train,7799
12992,plan_12992,13548,train,4398
12993,plan_12993,13549,train,3429
12994,plan_12994,13550,train,2605
12995,plan_12995,13551,train,13692
12996,plan_12996,13552,train,9303
12997,plan_12997,13553,test,100
12998,plan_12998,13554,train,11667
12999,plan_12999,13555,train,5538
13000,plan_13000,13556,test,1337
13001,plan_13001,13557,train,4542
13002,plan_13002,13558,train,12830
13003,plan_13003,13559,train,3048
13004,plan_13004,13560,train,9190
13005,plan_13005,13561,train,9848
13006,plan_13006,13562,train,7274
13007,plan_13007,13563,train,4018
13008,plan_13008,13564,train,10103
13009,plan_13009,13565,test,1713
13010,plan_13010,13566,train,12361
13011,plan_13011,13567,train,8041
13012,plan_13012,13568,train,9820
13013,plan_13013,13569,train,6000
13014,plan_13014,13570,train,1070
13015,plan_13015,13571,train,8484
13016,plan_13016,13572,train,8453
13017,plan_13017,13573,train,13147
13018,plan_13018,13574,train,2144
13019,plan_13019,13575,train,13301
13020,plan_13020,13576,train,7364
13021,plan_13021,13577,test,2172
13022,plan_13022,13578,train,11598
13023,plan_13023,13579,train,12843
13024,plan_13024,13580,train,9484
13025,plan_13025,13581,train,2416
13026,plan_13026,13582,train,3110
13027,plan_13027,13583,train,12491
13028,plan_13028,13584,train,4710
13029,plan_13029,13585,train,10792
13030,plan_13030,13586,test,1523
13031,plan_13031,13587,train,9761
13032,plan_13032,13588,train,9020
13033,plan_13033,13589,train,5151
13034,plan_13034,13590,train,9407
13035,plan_13035,13591,train,8485
13036,plan_13036,13592,test,831
13037,plan_13037,13593,test,326
13038,plan_13038,13594,train,3707
13039,plan_13039,13595,train,8074
13040,plan_13040,13596,train,3932
13041,plan_13041,13597,train,7634
13042,plan_13042,13598,train,5472
13043,plan_13043,13599,train,7070
13044,plan_13044,13600,train,7722
13045,plan_13045,13601,train,2818
13046,plan_13046,13602,train,13807
13047,plan_13047,13603,train,11704
13048,plan_13048,13604,train,12048
13049,plan_13049,13605,train,5696
13050,plan_13050,13606,train,6124
13051,plan_13051,13607,test,1421
13052,plan_13052,13608,train,1103
13053,plan_13053,13609,test,285
13054,plan_13054,13610,train,4581
13055,plan_13055,13611,train,5594
13056,plan_13056,13612,train,5791
13057,plan_13057,13613,train,11806
13058,plan_13058,13614,train,8928
13059,plan_13059,13615,train,13571
13060,plan_13060,13616,train,9899
13061,plan_13061,13617,train,10456
13062,plan_13062,13618,train,12046
13063,plan_13063,13619,train,12730
13064,plan_13064,13620,train,5604
13065,plan_13065,13621,train,5963
13066,plan_13066,13622,train,1646
13067,plan_13067,13623,train,3400
13068,plan_13068,13624,train,1216
13069,plan_13069,13625,train,6400
13070,plan_13070,13626,train,11113
13071,plan_13071,13627,train,11782
13072,plan_13072,13628,train,11134
13073,plan_13073,13629,train,5958
13074,plan_13074,13630,train,2221
13075,plan_13075,13631,train,13182
13076,plan_13076,13632,train,14251
13077,plan_13077,13633,train,12473
13078,plan_13078,13634,test,1317
13079,plan_13079,13635,train,12919
13080,plan_13080,13636,train,155
13081,plan_13081,13637,train,5493
13082,plan_13082,13638,train,9364
13083,plan_13083,13639,train,7544
13084,plan_13084,13640,train,5774
13085,plan_13085,13641,train,12049
13086,plan_13086,13642,train,7306
13087,plan_13087,13643,train,8827
13088,plan_13088,13644,train,7467
13089,plan_13089,13645,train,4122
13090,plan_13090,13646,train,5631
13091,plan_13091,13647,train,10458
13092,plan_13092,13648,train,3643
13093,plan_13093,13649,train,13013
13094,plan_13094,13650,train,8356
13095,plan_13095,13651,train,3364
13096,plan_13096,13652,train,6440
13097,plan_13097,13653,train,9734
13098,plan_13098,13654,train,1423
13099,plan_13099,13656,train,4083
13100,plan_13100,13657,train,7953
13101,plan_13101,13658,train,2616
13102,plan_13102,13659,train,9249
13103,plan_13103,13660,train,4092
13104,plan_13104,13661,train,10742
13105,plan_13105,13662,train,9818
13106,plan_13106,13663,train,7887
13107,plan_13107,13664,test,1257
13108,plan_13108,13665,train,2114
13109,plan_13109,13666,train,8530
13110,plan_13110,13667,train,10949
13111,plan_13111,13668,train,502
13112,plan_13112,13669,train,11824
13113,plan_13113,13670,train,4571
13114,plan_13114,13671,test,812
13115,plan_13115,13674,train,7176
13116,plan_13116,13675,train,11384
13117,plan_13117,13676,train,10892
13118,plan_13118,13677,train,6893
13119,plan_13119,13678,train,8312
13120,plan_13120,13679,train,3370
13121,plan_13121,13680,train,3683
13122,plan_13122,13681,test,180
13123,plan_13123,13682,train,9065
13124,plan_13124,13683,train,5323
13125,plan_13125,13684,train,6241
13126,plan_13126,13685,train,12313
13127,plan_13127,13686,train,3127
13128,plan_13128,13687,test,2457
13129,plan_13129,13688,train,8053
13130,plan_13130,13689,train,13941
13131,plan_13131,13690,train,6508
13132,plan_13132,13692,train,14214
13133,plan_13133,13693,test,109
13134,plan_13134,13694,train,11126
13135,plan_13135,13695,test,1822
13136,plan_13136,13696,train,11634
13137,plan_13137,13697,train,4103
13138,plan_13138,13698,train,5798
13139,plan_13139,13699,train,9450
13140,plan_13140,13700,train,4840
13141,plan_13141,13701,train,7062
13142,plan_13142,13702,test,197
13143,plan_13143,13703,train,5482
13144,plan_13144,13704,train,1403
13145,plan_13145,13705,train,7893
13146,plan_13146,13706,train,3290
13147,plan_13147,13707,train,2005
13148,plan_13148,13708,train,11079
13149,plan_13149,13709,train,4846
13150,plan_13150,13710,train,14434
13151,plan_13151,13711,train,476
13152,plan_13152,13712,test,781
13153,plan_13153,13714,test,2284
13154,plan_13154,13715,test,1246
13155,plan_13155,13716,train,10360
13156,plan_13156,13723,train,4067
13157,plan_13157,13724,test,1327
13158,plan_13158,13725,train,8435
13159,plan_13159,13726,train,5226
13160,plan_13160,13727,train,5128
13161,plan_13161,13728,train,6529
13162,plan_13162,13729,train,1001
13163,plan_13163,13730,train,3777
13164,plan_13164,13731,train,11647
13165,plan_13165,13732,test,1939
13166,plan_13166,13733,train,5179
13167,plan_13167,13734,train,2386
13168,plan_13168,13735,train,4540
13169,plan_13169,13736,train,3044
13170,plan_13170,13737,train,7940
13171,plan_13171,13738,train,13688
13172,plan_13172,13739,train,10276
13173,plan_13173,13740,train,73
13174,plan_13174,13741,train,26
13175,plan_13175,13742,train,8693
13176,plan_13176,13743,train,11907
13177,plan_13177,13744,train,991
13178,plan_13178,13745,train,6333
13179,plan_13179,13746,train,1555
13180,plan_13180,13747,test,1851
13181,plan_13181,13748,train,10798
13182,plan_13182,13749,train,4690
13183,plan_13183,13750,train,10794
13184,plan_13184,13751,test,2018
13185,plan_13185,13752,train,11710
13186,plan_13186,13753,train,13318
13187,plan_13187,13754,train,14361
13188,plan_13188,13755,train,11100
13189,plan_13189,13756,train,8120
13190,plan_13190,13757,train,13514
13191,plan_13191,13758,train,2292
13192,plan_13192,13759,train,212
13193,plan_13193,13760,train,8052
13194,plan_13194,13761,train,11335
13195,plan_13195,13762,train,4929
13196,plan_13196,13763,train,10995
13197,plan_13197,13764,train,11853
13198,plan_13198,13765,train,5881
13199,plan_13199,13766,train,7588
13200,plan_13200,13767,train,10128
13201,plan_13201,13768,train,10266
13202,plan_13202,13769,train,8294
13203,plan_13203,13770,train,9011
13204,plan_13204,13771,train,9491
13205,plan_13205,13772,train,12737
13206,plan_13206,13773,train,3168
13207,plan_13207,13774,train,11513
13208,plan_13208,13775,train,8858
13209,plan_13209,13776,train,55
13210,plan_13210,13777,train,9657
13211,plan_13211,13778,train,3907
13212,plan_13212,13779,train,2971
13213,plan_13213,13780,test,395
13214,plan_13214,13781,train,3511
13215,plan_13215,13782,train,9276
13216,plan_13216,13783,train,1875
13217,plan_13217,13784,train,11880
13218,plan_13218,13785,train,13474
13219,plan_13219,13786,test,857
13220,plan_13220,13787,train,13375
13221,plan_13221,13788,train,9578
13222,plan_13222,13789,train,11015
13223,plan_13223,13790,test,1574
13224,plan_13224,13791,train,3958
13225,plan_13225,13792,train,7718
13226,plan_13226,13793,train,2713
13227,plan_13227,13794,train,248
13228,plan_13228,13795,train,10898
13229,plan_13229,13796,train,14433
13230,plan_13230,13797,train,230
13231,plan_13231,13798,train,8766
13232,plan_13232,13799,train,1807
13233,plan_13233,13800,train,132
13234,plan_13234,13801,train,10269
13235,plan_13235,13802,train,12480
13236,plan_13236,13803,train,9596
13237,plan_13237,13804,test,1143
13238,plan_13238,13805,train,12607
13239,plan_13239,13806,train,8488
13240,plan_13240,13807,test,2349
13241,plan_13241,13808,train,11594
13242,plan_13242,13809,train,271
13243,plan_13243,13810,train,11233
13244,plan_13244,13811,train,9401
13245,plan_13245,13812,train,1388
13246,plan_13246,13813,train,1978
13247,plan_13247,13814,test,31
13248,plan_13248,13815,train,5673
13249,plan_13249,13816,test,209
13250,plan_13250,13817,train,12284
13251,plan_13251,13818,train,6939
13252,plan_13252,13819,test,904
13253,plan_13253,13820,train,10569
13254,plan_13254,13821,train,1224
13255,plan_13255,13822,train,9476
13256,plan_13256,13823,train,695
13257,plan_13257,13824,train,224
13258,plan_13258,13825,train,12287
13259,plan_13259,13826,train,7258
13260,plan_13260,13827,train,8927
13261,plan_13261,13828,train,7606
13262,plan_13262,13829,train,8184
13263,plan_13263,13830,train,8479
13264,plan_13264,13831,test,845
13265,plan_13265,13832,train,4340
13266,plan_13266,13833,test,1554
13267,plan_13267,13834,train,13274
13268,plan_13268,13835,train,11623
13269,plan_13269,13836,train,14300
13270,plan_13270,13837,train,14410
13271,plan_13271,13838,train,8155
13272,plan_13272,13839,train,10872
13273,plan_13273,13840,train,100
13274,plan_13274,13841,train,1817
13275,plan_13275,13842,test,37
13276,plan_13276,13843,train,9898
13277,plan_13277,13844,test,2236
13278,plan_13278,13845,train,10135
13279,plan_13279,13846,train,12757
13280,plan_13280,13847,train,4054
13281,plan_13281,13848,train,8202
13282,plan_13282,13849,train,1061
13283,plan_13283,13850,train,10229
13284,plan_13284,13851,train,11274
13285,plan_13285,13852,train,10166
13286,plan_13286,13853,train,4151
13287,plan_13287,13854,test,2179
13288,plan_13288,13855,test,724
13289,plan_13289,13856,train,11357
13290,plan_13290,13857,train,6599
13291,plan_13291,13858,train,13980
13292,plan_13292,13859,train,8102
13293,plan_13293,13860,train,12368
13294,plan_13294,13861,train,13245
13295,plan_13295,13862,train,9850
13296,plan_13296,13863,train,5678
13297,plan_13297,13864,train,7133
13298,plan_13298,13865,test,954
13299,plan_13299,13866,train,6865
13300,plan_13300,13867,train,12266
13301,plan_13301,13868,train,12846
13302,plan_13302,13869,train,1071
13303,plan_13303,13870,train,7666
13304,plan_13304,13871,train,12227
13305,plan_13305,13872,train,3365
13306,plan_13306,13873,train,1816
13307,plan_13307,13874,train,11447
13308,plan_13308,13875,train,9998
13309,plan_13309,13876,train,11157
13310,plan_13310,13877,train,341
13311,plan_13311,13878,train,12979
13312,plan_13312,13879,train,12089
13313,plan_13313,13880,train,8306
13314,plan_13314,13881,train,6037
13315,plan_13315,13882,train,12023
13316,plan_13316,13883,train,1429
13317,plan_13317,13884,train,9463
13318,plan_13318,13885,train,6045
13319,plan_13319,13886,train,2639
13320,plan_13320,13887,train,8648
13321,plan_13321,13888,train,9462
13322,plan_13322,13889,train,13337
13323,plan_13323,13890,train,10108
13324,plan_13324,13891,train,5912
13325,plan_13325,13892,test,1491
13326,plan_13326,13893,train,11358
13327,plan_13327,13894,train,14279
13328,plan_13328,13895,train,8960
13329,plan_13329,13896,test,756
13330,plan_13330,13897,train,5477
13331,plan_13331,13898,train,6725
13332,plan_13332,13899,train,14125
13333,plan_13333,13900,train,4207
13334,plan_13334,13901,train,6424
13335,plan_13335,13902,train,13253
13336,plan_13336,13903,train,12195
13337,plan_13337,13904,test,1499
13338,plan_13338,13905,test,1457
13339,plan_13339,13906,train,10440
13340,plan_13340,13907,train,7366
13341,plan_13341,13908,test,1419
13342,plan_13342,13909,train,3808
13343,plan_13343,13910,train,2120
13344,plan_13344,13911,train,7948
13345,plan_13345,13912,train,56
13346,plan_13346,13913,test,1753
13347,plan_13347,13914,train,7553
13348,plan_13348,13915,train,4139
13349,plan_13349,13916,train,10320
13350,plan_13350,13917,test,1774
13351,plan_13351,13918,train,7352
13352,plan_13352,13919,train,6513
13353,plan_13353,13920,train,4353
13354,plan_13354,13921,train,1977
13355,plan_13355,13922,train,2744
13356,plan_13356,13923,train,5967
13357,plan_13357,13924,train,8815
13358,plan_13358,13925,test,1533
13359,plan_13359,13926,train,13749
13360,plan_13360,13927,train,5697
13361,plan_13361,13928,test,1905
13362,plan_13362,13929,train,2924
13363,plan_13363,13930,train,9209
13364,plan_13364,13931,train,9405
13365,plan_13365,13932,train,1147
13366,plan_13366,13933,train,8973
13367,plan_13367,13934,train,650
13368,plan_13368,13935,train,7660
13369,plan_13369,13936,train,5358
13370,plan_13370,13937,train,478
13371,plan_13371,13938,train,14169
13372,plan_13372,13939,train,5172
13373,plan_13373,13940,train,245
13374,plan_13374,13941,test,459
13375,plan_13375,13942,test,1864
13376,plan_13376,13943,train,2694
13377,plan_13377,13944,train,1681
13378,plan_13378,13945,train,5030
13379,plan_13379,13946,train,12884
13380,plan_13380,13947,train,4128
13381,plan_13381,13948,train,6591
13382,plan_13382,13949,train,499
13383,plan_13383,13950,train,14209
13384,plan_13384,13951,train,13783
13385,plan_13385,13952,train,10241
13386,plan_13386,13953,train,13386
13387,plan_13387,13954,test,1812
13388,plan_13388,13955,train,1544
13389,plan_13389,13956,train,12136
13390,plan_13390,13957,train,12873
13391,plan_13391,13958,test,94
13392,plan_13392,13959,train,9352
13393,plan_13393,13960,test,1631
13394,plan_13394,13961,train,6094
13395,plan_13395,13962,train,7342
13396,plan_13396,13963,train,13796
13397,plan_13397,13964,train,4953
13398,plan_13398,13965,train,14312
13399,plan_13399,13966,train,13563
13400,plan_13400,13967,train,7526
13401,plan_13401,13968,train,12836
13402,plan_13402,13969,test,945
13403,plan_13403,13970,train,9214
13404,plan_13404,13971,train,11421
13405,plan_13405,13972,train,11166
13406,plan_13406,13973,train,5760
13407,plan_13407,13974,train,13348
13408,plan_13408,13975,train,943
13409,plan_13409,13976,train,6462
13410,plan_13410,13977,train,10416
13411,plan_13411,13978,train,8937
13412,plan_13412,13979,train,11146
13413,plan_13413,13980,train,2751
13414,plan_13414,13981,train,3508
13415,plan_13415,13982,train,10429
13416,plan_13416,13983,train,6557
13417,plan_13417,13984,train,7684
13418,plan_13418,13985,train,14002
13419,plan_13419,13986,train,14072
13420,plan_13420,13987,test,1286
13421,plan_13421,13988,train,11877
13422,plan_13422,13989,train,13482
13423,plan_13423,13990,train,7053
13424,plan_13424,13991,train,10418
13425,plan_13425,13992,train,508
13426,plan_13426,13993,train,7856
13427,plan_13427,13994,train,7162
13428,plan_13428,13995,train,7961
13429,plan_13429,13996,train,822
13430,plan_13430,13997,train,8145
13431,plan_13431,13998,train,3388
13432,plan_13432,13999,train,7601
13433,plan_13433,14000,train,11328
13434,plan_13434,14001,train,3377
13435,plan_13435,14002,train,7265
13436,plan_13436,14003,train,404
13437,plan_13437,14004,train,13797
13438,plan_13438,14005,train,1821
13439,plan_13439,14006,train,241
13440,plan_13440,14007,train,9882
13441,plan_13441,14008,train,3842
13442,plan_13442,14009,train,7857
13443,plan_13443,14010,train,1225
13444,plan_13444,14011,train,9217
13445,plan_13445,14012,train,2965
13446,plan_13446,14013,train,2131
13447,plan_13447,14014,train,11742
13448,plan_13448,14015,train,12031
13449,plan_13449,14016,train,1990
13450,plan_13450,14017,train,5372
13451,plan_13451,14018,train,12495
13452,plan_13452,14019,test,1773
13453,plan_13453,14020,train,1962
13454,plan_13454,14021,train,5465
13455,plan_13455,14022,test,2309
13456,plan_13456,14023,train,12665
13457,plan_13457,14024,train,4679
13458,plan_13458,14025,test,698
13459,plan_13459,14026,train,1156
13460,plan_13460,14027,train,10417
13461,plan_13461,14028,test,1859
13462,plan_13462,14029,train,3327
13463,plan_13463,14030,train,2951
13464,plan_13464,14031,train,4470
13465,plan_13465,14032,test,102
13466,plan_13466,14033,train,4834
13467,plan_13467,14034,train,13437
13468,plan_13468,14035,train,13215
13469,plan_13469,14036,train,5021
13470,plan_13470,14037,train,8551
13471,plan_13471,14038,train,1961
13472,plan_13472,14039,train,9618
13473,plan_13473,14040,train,5732
13474,plan_13474,14041,train,2153
13475,plan_13475,14042,test,186
13476,plan_13476,14043,train,13953
13477,plan_13477,14044,train,13189
13478,plan_13478,14045,train,11618
13479,plan_13479,14046,train,2996
13480,plan_13480,14047,train,1196
13481,plan_13481,14048,train,14397
13482,plan_13482,14049,train,14025
13483,plan_13483,14050,train,9157
13484,plan_13484,14051,test,2363
13485,plan_13485,14052,train,142
13486,plan_13486,14053,train,4576
13487,plan_13487,14054,train,11424
13488,plan_13488,14055,test,1821
13489,plan_13489,14056,train,3671
13490,plan_13490,14057,train,9129
13491,plan_13491,14058,train,8337
13492,plan_13492,14059,test,754
13493,plan_13493,14060,train,1598
13494,plan_13494,14061,train,12211
13495,plan_13495,14062,train,5653
13496,plan_13496,14063,train,5397
13497,plan_13497,14064,train,8768
13498,plan_13498,14065,train,9719
13499,plan_13499,14066,train,1983
13500,plan_13500,14067,train,4138
13501,plan_13501,14068,test,212
13502,plan_13502,14069,train,1505
13503,plan_13503,14070,train,668
13504,plan_13504,14071,train,7454
13505,plan_13505,14072,train,4771
13506,plan_13506,14073,train,6493
13507,plan_13507,14074,test,2036
13508,plan_13508,14075,train,1230
13509,plan_13509,14076,train,11537
13510,plan_13510,14077,train,4420
13511,plan_13511,14078,train,7976
13512,plan_13512,14079,train,13123
13513,plan_13513,14080,train,9315
13514,plan_13514,14081,train,11515
13515,plan_13515,14082,train,6033
13516,plan_13516,14083,train,656
13517,plan_13517,14084,train,2463
13518,plan_13518,14085,train,1464
13519,plan_13519,14086,train,13615
13520,plan_13520,14087,train,522
13521,plan_13521,14088,train,3738
13522,plan_13522,14089,test,207
13523,plan_13523,14090,train,4538
13524,plan_13524,14091,train,1743
13525,plan_13525,14092,test,1942
13526,plan_13526,14093,train,8391
13527,plan_13527,14094,train,10804
13528,plan_13528,14095,train,6691
13529,plan_13529,14096,train,158
13530,plan_13530,14097,train,10832
13531,plan_13531,14098,train,7709
13532,plan_13532,14099,train,11480
13533,plan_13533,14100,train,3970
13534,plan_13534,14101,test,217
13535,plan_13535,14102,train,1134
13536,plan_13536,14103,train,2031
13537,plan_13537,14104,train,7024
13538,plan_13538,14105,train,745
13539,plan_13539,14108,train,6883
13540,plan_13540,14109,train,12196
13541,plan_13541,14110,train,8469
13542,plan_13542,14111,train,2047
13543,plan_13543,14112,train,708
13544,plan_13544,14113,train,4662
13545,plan_13545,14114,train,1806
13546,plan_13546,14115,train,5949
13547,plan_13547,14116,test,158
13548,plan_13548,14117,train,11671
13549,plan_13549,14118,train,7027
13550,plan_13550,14119,train,7462
13551,plan_13551,14120,train,8162
13552,plan_13552,14121,train,321
13553,plan_13553,14122,train,891
13554,plan_13554,14123,train,8687
13555,plan_13555,14124,test,483
13556,plan_13556,14125,train,4740
13557,plan_13557,14126,train,13165
13558,plan_13558,14127,test,764
13559,plan_13559,14128,test,1702
13560,plan_13560,14129,train,8098
13561,plan_13561,14130,train,4371
13562,plan_13562,14131,train,2461
13563,plan_13563,14132,train,6195
13564,plan_13564,14133,test,2524
13565,plan_13565,14134,train,5412
13566,plan_13566,14135,train,11913
13567,plan_13567,14137,train,11506
13568,plan_13568,14138,train,9770
13569,plan_13569,14139,train,7724
13570,plan_13570,14140,train,9423
13571,plan_13571,14141,train,1262
13572,plan_13572,14142,test,2040
13573,plan_13573,14143,train,12275
13574,plan_13574,14144,train,4911
13575,plan_13575,14145,train,5615
13576,plan_13576,14146,train,1923
13577,plan_13577,14147,train,6551
13578,plan_13578,14148,train,13428
13579,plan_13579,14149,train,6326
13580,plan_13580,14150,train,4810
13581,plan_13581,14151,train,5368
13582,plan_13582,14152,train,12024
13583,plan_13583,14153,train,2515
13584,plan_13584,14154,train,14367
13585,plan_13585,14155,train,1401
13586,plan_13586,14156,train,8514
13587,plan_13587,14157,train,9495
13588,plan_13588,14158,train,1863
13589,plan_13589,14159,train,13671
13590,plan_13590,14160,train,936
13591,plan_13591,14161,train,3234
13592,plan_13592,14162,train,9021
13593,plan_13593,14163,train,3593
13594,plan_13594,14164,train,13304
13595,plan_13595,14165,train,6455
13596,plan_13596,14166,train,12015
13597,plan_13597,14167,train,11203
13598,plan_13598,14168,train,1144
13599,plan_13599,14169,train,6358
13600,plan_13600,14170,train,11334
13601,plan_13601,14171,train,11908
13602,plan_13602,14172,train,9714
13603,plan_13603,14173,train,4467
13604,plan_13604,14174,train,3347
13605,plan_13605,14175,train,2235
13606,plan_13606,14176,test,502
13607,plan_13607,14177,train,6156
13608,plan_13608,14178,train,1185
13609,plan_13609,14179,train,6225
13610,plan_13610,14180,train,6332
13611,plan_13611,14181,train,11994
13612,plan_13612,14182,train,4551
13613,plan_13613,14183,train,12129
13614,plan_13614,14184,test,2155
13615,plan_13615,14185,test,1235
13616,plan_13616,14186,train,7591
13617,plan_13617,14187,train,1579
13618,plan_13618,14188,train,7963
13619,plan_13619,14189,train,6236
13620,plan_13620,14190,train,6889
13621,plan_13621,14191,test,2071
13622,plan_13622,14192,train,9647
13623,plan_13623,14193,train,3430
13624,plan_13624,14194,train,10006
13625,plan_13625,14195,train,9355
13626,plan_13626,14196,train,52
13627,plan_13627,14198,train,4692
13628,plan_13628,14199,train,7023
13629,plan_13629,14200,train,13446
13630,plan_13630,14201,train,13712
13631,plan_13631,14202,train,4107
13632,plan_13632,14203,test,682
13633,plan_13633,14204,train,3609
13634,plan_13634,14205,train,11716
13635,plan_13635,14206,train,2566
13636,plan_13636,14207,train,2686
13637,plan_13637,14208,train,14238
13638,plan_13638,14209,train,9485
13639,plan_13639,14210,train,188
13640,plan_13640,14211,train,4096
13641,plan_13641,14212,test,1363
13642,plan_13642,14213,train,12197
13643,plan_13643,14214,train,4762
13644,plan_13644,14215,train,2238
13645,plan_13645,14216,test,631
13646,plan_13646,14217,train,6992
13647,plan_13647,14218,train,7885
13648,plan_13648,14219,train,12008
13649,plan_13649,14220,train,9559
13650,plan_13650,14221,train,12006
13651,plan_13651,14222,train,1665
13652,plan_13652,14223,train,9047
13653,plan_13653,14224,train,11832
13654,plan_13654,14225,train,6110
13655,plan_13655,14226,train,5686
13656,plan_13656,14227,train,3757
13657,plan_13657,14228,train,2838
13658,plan_13658,14229,test,1237
13659,plan_13659,14230,train,9051
13660,plan_13660,14231,train,11461
13661,plan_13661,14233,train,12037
13662,plan_13662,14234,train,4480
13663,plan_13663,14235,train,4234
13664,plan_13664,14236,test,1509
13665,plan_13665,14237,test,324
13666,plan_13666,14239,train,11409
13667,plan_13667,14240,train,11479
13668,plan_13668,14241,train,6132
13669,plan_13669,14242,train,2043
13670,plan_13670,14243,train,7398
13671,plan_13671,14244,train,784
13672,plan_13672,14245,test,1507
13673,plan_13673,14246,train,8224
13674,plan_13674,14247,train,8045
13675,plan_13675,14248,train,5561
13676,plan_13676,14249,train,6324
13677,plan_13677,14250,train,3959
13678,plan_13678,14251,train,5028
13679,plan_13679,14252,train,3729
13680,plan_13680,14254,train,10384
13681,plan_13681,14255,test,2379
13682,plan_13682,14256,test,1740
13683,plan_13683,14257,train,8967
13684,plan_13684,14258,test,1174
13685,plan_13685,14259,train,11900
13686,plan_13686,14260,train,10743
13687,plan_13687,14261,train,6098
13688,plan_13688,14262,train,7701
